,SourceID,RA,Dec,file_loc
3511,COS_1811,150.15808,2.2009743999999998,/media/team_workspaces/astronomaly-project/images/18k-sample/COS_1811.jpeg
3512,AHZ2001e2w,150.4175558,2.7914944,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001e2w_300_300_3.jpeg
3513,100550500,,,/media/team_workspaces/astronomaly-project/images/18k-sample/100550500.jpeg
3514,35799301,,,/media/team_workspaces/astronomaly-project/images/18k-sample/35799301.jpeg
3515,AGZ00082xn,53.0540142,-27.810157099999998,/media/team_workspaces/astronomaly-project/images/18k-sample/AGZ00082xn.jpeg
3516,AHZ100027y,214.7812894,52.6746137,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ100027y_300_300_3.jpeg
3517,AHZ200166n,150.3494105,2.6115692,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ200166n_300_300_3.jpeg
3518,AHZ2000ae1,150.3532711,1.9188025000000002,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000ae1_300_300_3.jpeg
3519,AHZ100066t,215.3181158,53.2041971,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ100066t_300_300_3.jpeg
3520,4503827921,276.0492025,-30.2774635,/media/team_workspaces/astronomaly-project/images/18k-sample/4503827921.jpeg
3521,4000709691634,109.349901,37.7265707,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709691634.jpeg
3522,13184736,,,/media/team_workspaces/astronomaly-project/images/18k-sample/13184736.jpeg
3523,AHZ2001mtp,149.7561675,2.7996702,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001mtp_300_300_3.jpeg
3524,AHZ2001pel,150.2190057,1.8298952,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001pel_300_300_3.jpeg
3525,AHZ2001byr,149.5119991,2.6188805,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001byr_300_300_3.jpeg
3526,4556168551,100.4389026,-50.9706589,/media/team_workspaces/astronomaly-project/images/18k-sample/4556168551.jpeg
3527,AHZ2000iqb,150.258258,1.975482,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000iqb.jpeg
3528,4234338834,25.7590388,13.6462618,/media/team_workspaces/astronomaly-project/images/18k-sample/4234338834.jpeg
3529,4000712982436,11.4562323,42.0284747,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712982436.jpeg
3530,AHZ2001r29,150.3229325,2.3665664,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001r29_300_300_3.jpeg
3531,4000713487549,11.5505401,42.1705445,/media/team_workspaces/astronomaly-project/images/18k-sample/4000713487549.jpeg
3532,4553080614,9.2858777,9.147666699999998,/media/team_workspaces/astronomaly-project/images/18k-sample/4553080614.jpeg
3533,AHZ2000svc,149.7414702,2.2332198,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000svc_300_300_3.jpeg
3534,AHZ2001r7y,149.9128014,2.380514,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001r7y_300_300_3.jpeg
3535,4000709456964,352.1751088,14.7349107,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709456964.jpeg
3536,4000709692573,109.407514,37.7665999,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709692573.jpeg
3537,AHZ2001g2k,150.1714869,2.7512933,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001g2k_300_300_3.jpeg
3538,4341689118,357.9109376,-26.0856675,/media/team_workspaces/astronomaly-project/images/18k-sample/4341689118.jpeg
3539,4000708699435,3.604312,-30.3849611,/media/team_workspaces/astronomaly-project/images/18k-sample/4000708699435.jpeg
3540,AHZ20007ye,149.4815523,1.6661103,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20007ye_300_300_3.jpeg
3541,AHZ2000mqo,149.5008515,2.0274797,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000mqo_300_300_3.jpeg
3542,4555380440,14.80182,-72.17952840000001,/media/team_workspaces/astronomaly-project/images/18k-sample/4555380440.jpeg
3543,AHZ2001eyd,150.37035,2.7615123,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001eyd_300_300_3.jpeg
3544,AHZ2001a6j,149.7344574,2.5900458,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001a6j.jpeg
3545,AHZ20006wn,149.7245082,1.7115269,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20006wn_300_300_3.jpeg
3546,AHZ2001oh1,149.7701323,2.6482006,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001oh1_300_300_3.jpeg
3547,4000712931000,11.48812,42.0089747,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712931000.jpeg
3548,4000714962236,11.1617204,41.6666527,/media/team_workspaces/astronomaly-project/images/18k-sample/4000714962236.jpeg
3549,AHZ2000k82,149.9536824,2.0646266,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000k82.jpeg
3550,4000713572371,11.5876959,42.1636661,/media/team_workspaces/astronomaly-project/images/18k-sample/4000713572371.jpeg
3551,15009071,,,/media/team_workspaces/astronomaly-project/images/18k-sample/15009071.jpeg
3552,AHZ2001flg,150.364388,2.6567189,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001flg_300_300_3.jpeg
3553,AHZ2000yih,150.3013211,2.3537801,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000yih_300_300_3.jpeg
3554,4000712931352,11.5020178,42.0090793,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712931352.jpeg
3555,AHZ2001mg9,149.7878813,2.8790607,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001mg9_300_300_3.jpeg
3556,4000710672537,11.4321431,42.157497,/media/team_workspaces/astronomaly-project/images/18k-sample/4000710672537.jpeg
3557,4000712889543,11.4501381,41.9963146,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712889543.jpeg
3558,4000813954427,25.3629075,-27.1029917,/media/team_workspaces/astronomaly-project/images/18k-sample/4000813954427.jpeg
3559,4504204281,0.6513426999999999,16.024481400000003,/media/team_workspaces/astronomaly-project/images/18k-sample/4504204281.jpeg
3560,AHZ2001ep1,150.4776205,2.6881298,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001ep1_300_300_3.jpeg
3561,75772698,,,/media/team_workspaces/astronomaly-project/images/18k-sample/75772698.jpeg
3562,AHZ2001r8y,149.9550189,2.3469977,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001r8y.jpeg
3563,26102543,,,/media/team_workspaces/astronomaly-project/images/18k-sample/26102543.jpeg
3564,AHZ100005n,214.9959828,52.9166812,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ100005n_300_300_3.jpeg
3565,AHZ2001b9l,149.5978872,2.6044647,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001b9l_300_300_3.jpeg
3566,4000710624570,11.4602965,42.1286289,/media/team_workspaces/astronomaly-project/images/18k-sample/4000710624570.jpeg
3567,4000712845006,11.4591286,41.9724516,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712845006.jpeg
3568,AHZ200179a,150.2842373,2.4672643,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ200179a_300_300_3.jpeg
3569,4553736453,164.17282959999997,-3.6498816,/media/team_workspaces/astronomaly-project/images/18k-sample/4553736453.jpeg
3570,AHZ2000uza,149.4855749,2.1395614,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000uza_300_300_3.jpeg
3571,AGZ0007z65,189.15289180000002,62.18661850000001,/media/team_workspaces/astronomaly-project/images/18k-sample/AGZ0007z65.jpeg
3572,AHZ2001cjl,150.7315413,2.6735179,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001cjl_300_300_3.jpeg
3573,4000710647035,11.4917778,42.1451739,/media/team_workspaces/astronomaly-project/images/18k-sample/4000710647035.jpeg
3574,4000718913959,53.1879161,-27.793873100000003,/media/team_workspaces/astronomaly-project/images/18k-sample/4000718913959.jpeg
3575,4553080395,9.2883007,9.142830900000002,/media/team_workspaces/astronomaly-project/images/18k-sample/4553080395.jpeg
3576,AHZ20014wf,150.608268,2.4655891,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20014wf_300_300_3.jpeg
3577,AHZ2001ms1,149.726098,2.815041,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001ms1_300_300_3.jpeg
3578,4000708970114,53.0464843,-27.821992100000003,/media/team_workspaces/astronomaly-project/images/18k-sample/4000708970114.jpeg
3579,4000712943309,11.4496778,42.0126786,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712943309.jpeg
3580,AHZ2000749,149.6179721,1.7143068,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000749_300_300_3.jpeg
3581,AHZ20013kf,149.4822645,2.3366131,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20013kf_300_300_3.jpeg
3582,AHZ2000a9l,150.40645680000003,1.7943645000000001,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000a9l.jpeg
3583,4001314341397,189.1712492,62.1634822,/media/team_workspaces/astronomaly-project/images/18k-sample/4001314341397.jpeg
3584,AHZ2000hdn,150.4935518,1.9601448,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000hdn_300_300_3.jpeg
3585,4000712844296,11.4552488,41.9715084,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712844296.jpeg
3586,AHZ2001ssm,150.0830492,2.8768829,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001ssm_300_300_3.jpeg
3587,101868040,,,/media/team_workspaces/astronomaly-project/images/18k-sample/101868040.jpeg
3588,AHZ2001sdd,150.2238434,2.7939309,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001sdd_300_300_3.jpeg
3589,AHZ200061x,149.8189702,1.7107593,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ200061x_300_300_3.jpeg
3590,AHZ2001ms7,149.7810372,2.8133918999999996,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001ms7.jpeg
3591,4000712935036,11.4704532,42.0102588,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712935036.jpeg
3592,4110454485,232.01463680000003,-50.680287400000005,/media/team_workspaces/astronomaly-project/images/18k-sample/4110454485.jpeg
3593,AHZ10006fg,215.4997793,53.2122875,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ10006fg_300_300_3.jpeg
3594,AHZ2000c4t,150.0815394,1.8057311,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000c4t_300_300_3.jpeg
3595,4506359447,201.4399187,-47.5822353,/media/team_workspaces/astronomaly-project/images/18k-sample/4506359447.jpeg
3596,AHZ2001p67,150.69160530000002,1.8965843,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001p67_300_300_3.jpeg
3597,4233338563,53.124561,-27.7557891,/media/team_workspaces/astronomaly-project/images/18k-sample/4233338563.jpeg
3598,AHZ2001akj,149.8890599,2.4635963,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001akj_300_300_3.jpeg
3599,4000712944044,11.4947494,42.0128633,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712944044.jpeg
3600,4000712919159,11.4220277,42.0054946,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712919159.jpeg
3601,63237115,,,/media/team_workspaces/astronomaly-project/images/18k-sample/63237115.jpeg
3602,17982547,,,/media/team_workspaces/astronomaly-project/images/18k-sample/17982547.jpeg
3603,AHZ20003br,150.2349471,1.7439441000000002,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20003br.jpeg
3604,4000713486251,11.5839484,42.1698713,/media/team_workspaces/astronomaly-project/images/18k-sample/4000713486251.jpeg
3605,AHZ2000uh4,149.5783532,2.1412732,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000uh4_300_300_3.jpeg
3606,AHZ200108k,149.9619936,2.4575394,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ200108k_300_300_3.jpeg
3607,AHZ2001p3g,149.5859184,1.6966492,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001p3g_300_300_3.jpeg
3608,AHZ10002k7,214.8125281,52.6910781,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ10002k7.jpeg
3609,4604687353,187.70594330000003,12.3910434,/media/team_workspaces/astronomaly-project/images/18k-sample/4604687353.jpeg
3610,4000712913460,11.491129199999998,42.0038131,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712913460.jpeg
3611,4000712854037,11.4603829,41.980622,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712854037.jpeg
3612,4000707387710,11.5302336,42.1319932,/media/team_workspaces/astronomaly-project/images/18k-sample/4000707387710.jpeg
3613,AHZ20007ao,149.6729233,1.7050476000000003,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20007ao.jpeg
3614,AHZ2000e9o,149.6334898,1.9562697,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000e9o_300_300_3.jpeg
3615,COS_21137,150.20413,2.4355186,/media/team_workspaces/astronomaly-project/images/18k-sample/COS_21137.jpeg
3616,AHZ2001st3,150.1509182,2.8246444,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001st3_300_300_3.jpeg
3617,6000390804086,189.3448381,62.1985491,/media/team_workspaces/astronomaly-project/images/18k-sample/6000390804086.jpeg
3618,4104010592,265.1853056,-53.665469,/media/team_workspaces/astronomaly-project/images/18k-sample/4104010592.jpeg
3619,AHZ2000ylh,150.2987985,2.3342105,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000ylh_300_300_3.jpeg
3620,2788550,,,/media/team_workspaces/astronomaly-project/images/18k-sample/2788550.jpeg
3621,AHZ2000to3,149.7012682,2.2438794,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000to3_300_300_3.jpeg
3622,4000712962896,11.4753134,42.0192703,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712962896.jpeg
3623,AHZ2001mju,149.880488,2.8337372,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001mju_300_300_3.jpeg
3624,AHZ2000iba,150.3748128,2.0077633,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000iba_300_300_3.jpeg
3625,6000402578284,39.9733752,-1.5603981,/media/team_workspaces/astronomaly-project/images/18k-sample/6000402578284.jpeg
3626,4000707200194,11.4905897,42.139670200000005,/media/team_workspaces/astronomaly-project/images/18k-sample/4000707200194.jpeg
3627,AHZ2001a5c,149.7348986,2.599761,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001a5c_300_300_3.jpeg
3628,4000709695798,202.5294513,47.19367,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709695798.jpeg
3629,AHZ2000fxw,150.6043268,2.0557325,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000fxw_300_300_3.jpeg
3630,4000709692520,109.3539988,37.7686903,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709692520.jpeg
3631,66392013,,,/media/team_workspaces/astronomaly-project/images/18k-sample/66392013.jpeg
3632,AHZ20002jn,150.4280119,1.7392015,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20002jn_300_300_3.jpeg
3633,4608446811,150.5381639,2.6433846,/media/team_workspaces/astronomaly-project/images/18k-sample/4608446811.jpeg
3634,4000709698140,202.5151458,47.2072317,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709698140.jpeg
3635,GDS_5092,53.125228,-27.863694,/media/team_workspaces/astronomaly-project/images/18k-sample/GDS_5092.jpeg
3636,4000712951717,11.4947912,42.0153299,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712951717.jpeg
3637,59649811,,,/media/team_workspaces/astronomaly-project/images/18k-sample/59649811.jpeg
3638,4000708694975,53.13664870000001,-27.683246500000003,/media/team_workspaces/astronomaly-project/images/18k-sample/4000708694975.jpeg
3639,44467625,,,/media/team_workspaces/astronomaly-project/images/18k-sample/44467625.jpeg
3640,13248694,,,/media/team_workspaces/astronomaly-project/images/18k-sample/13248694.jpeg
3641,COS_12544,150.19513,2.3250929,/media/team_workspaces/astronomaly-project/images/18k-sample/COS_12544.jpeg
3642,4608708450,287.87866260000004,-60.0049569,/media/team_workspaces/astronomaly-project/images/18k-sample/4608708450.jpeg
3643,4000897740401,150.4273292,2.0829467,/media/team_workspaces/astronomaly-project/images/18k-sample/4000897740401.jpeg
3644,4503826817,276.0350564,-30.292068100000005,/media/team_workspaces/astronomaly-project/images/18k-sample/4503826817.jpeg
3645,4000709435222,170.0637943,-12.1294991,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709435222.jpeg
3646,4506358382,201.4015877,-47.5886841,/media/team_workspaces/astronomaly-project/images/18k-sample/4506358382.jpeg
3647,4000710646495,11.4914537,42.1448624,/media/team_workspaces/astronomaly-project/images/18k-sample/4000710646495.jpeg
3648,AHZ2000p1b,150.4718989,2.1734752,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000p1b_300_300_3.jpeg
3649,AHZ20017x2,150.1231571,2.5467261,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20017x2_300_300_3.jpeg
3650,56216144,,,/media/team_workspaces/astronomaly-project/images/18k-sample/56216144.jpeg
3651,4000874987138,262.9284627,22.8502145,/media/team_workspaces/astronomaly-project/images/18k-sample/4000874987138.jpeg
3652,76449891,,,/media/team_workspaces/astronomaly-project/images/18k-sample/76449891.jpeg
3653,AHZ2001msh,149.80318290000002,2.8102833,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001msh.jpeg
3654,7804282,,,/media/team_workspaces/astronomaly-project/images/18k-sample/7804282.jpeg
3655,AGZ00082gm,53.0211212,-27.7068374,/media/team_workspaces/astronomaly-project/images/18k-sample/AGZ00082gm.jpeg
3656,80632685,,,/media/team_workspaces/astronomaly-project/images/18k-sample/80632685.jpeg
3657,AHZ2001pdx,150.1118567,1.9112968,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001pdx_300_300_3.jpeg
3658,AHZ20001kg,150.6530425,1.7829997,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20001kg_300_300_3.jpeg
3659,4000719970123,53.18792320000001,-27.7938636,/media/team_workspaces/astronomaly-project/images/18k-sample/4000719970123.jpeg
3660,AHZ2001sbi,150.3619486,2.6439418,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001sbi_300_300_3.jpeg
3661,GDS_12890,53.224332999999994,-27.793293,/media/team_workspaces/astronomaly-project/images/18k-sample/GDS_12890.jpeg
3662,AHZ2000jen,150.1929025,2.0155623,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000jen.jpeg
3663,AHZ2000xaz,150.5174178,2.2975655,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000xaz_300_300_3.jpeg
3664,AHZ2001nsm,150.7286722,2.2488823,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001nsm_300_300_3.jpeg
3665,4104010590,265.185032,-53.6593532,/media/team_workspaces/astronomaly-project/images/18k-sample/4104010590.jpeg
3666,AHZ2000ixb,150.2213135,2.0823164,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000ixb_300_300_3.jpeg
3667,4001291135184,186.7163872,33.5700394,/media/team_workspaces/astronomaly-project/images/18k-sample/4001291135184.jpeg
3668,AHZ20018j1,150.1165377,2.5335672,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20018j1_300_300_3.jpeg
3669,AHZ2000w6j,150.6841462,2.3619436,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000w6j.jpeg
3670,11438276,,,/media/team_workspaces/astronomaly-project/images/18k-sample/11438276.jpeg
3671,97262971,,,/media/team_workspaces/astronomaly-project/images/18k-sample/97262971.jpeg
3672,AHZ2000ch4,149.8968198,1.9133964,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000ch4_300_300_3.jpeg
3673,AHZ2001p3m,149.6244003,1.6955739,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001p3m_300_300_3.jpeg
3674,AHZ40002x3,52.979459,-27.7630501,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ40002x3_300_300_3.jpeg
3675,4000712848873,11.4614439,41.9766254,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712848873.jpeg
3676,AHZ2000o4d,150.4996363,2.2692835,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000o4d_300_300_3.jpeg
3677,AHZ2000fqh,150.6947677,2.1155477000000005,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000fqh.jpeg
3678,AHZ2001oz7,149.8922414,1.6926024,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001oz7_300_300_3.jpeg
3679,4000712847883,11.4617112,41.975921,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712847883.jpeg
3680,4503134534,280.82425710000007,-32.2776769,/media/team_workspaces/astronomaly-project/images/18k-sample/4503134534.jpeg
3681,AHZ2000ve4,150.6859937,2.4316738,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000ve4_300_300_3.jpeg
3682,AHZ20005i5,150.031884,1.6565538,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20005i5_300_300_3.jpeg
3683,4000707387643,11.526404,42.1319895,/media/team_workspaces/astronomaly-project/images/18k-sample/4000707387643.jpeg
3684,AHZ200079s,149.6943313,1.6663436,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ200079s_300_300_3.jpeg
3685,85850324,,,/media/team_workspaces/astronomaly-project/images/18k-sample/85850324.jpeg
3686,4000709691459,109.3887673,37.75569,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709691459.jpeg
3687,4000709887976,53.16233670000001,-27.7749723,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709887976.jpeg
3688,AHZ2001jwn,149.4965567,2.7670458,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001jwn_300_300_3.jpeg
3689,4000721542664,9.7739798,48.43079229999999,/media/team_workspaces/astronomaly-project/images/18k-sample/4000721542664.jpeg
3690,4177547297,15.778282199999998,-70.873172,/media/team_workspaces/astronomaly-project/images/18k-sample/4177547297.jpeg
3691,AHZ2001nxo,150.6512618,2.3089744,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001nxo_300_300_3.jpeg
3692,4609214552,56.1451841,-71.6849342,/media/team_workspaces/astronomaly-project/images/18k-sample/4609214552.jpeg
3693,4000715645162,11.9280901,-25.2900693,/media/team_workspaces/astronomaly-project/images/18k-sample/4000715645162.jpeg
3694,4000710643141,11.4718347,42.1430059,/media/team_workspaces/astronomaly-project/images/18k-sample/4000710643141.jpeg
3695,AHZ2001lrd,150.2104547,2.8186973,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001lrd_300_300_3.jpeg
3696,4503830726,276.04889669999994,-30.2530773,/media/team_workspaces/astronomaly-project/images/18k-sample/4503830726.jpeg
3697,4603931712,201.3880389,-47.5764419,/media/team_workspaces/astronomaly-project/images/18k-sample/4603931712.jpeg
3698,4506351546,275.9401802,-30.3657017,/media/team_workspaces/astronomaly-project/images/18k-sample/4506351546.jpeg
3699,AHZ2001093,149.94221299999998,2.4571946,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001093.jpeg
3700,4000712941926,11.4248308,42.0123854,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712941926.jpeg
3701,4000709473246,352.1656512,14.7470781,/media/team_workspaces/astronomaly-project/images/18k-sample/4000709473246.jpeg
3702,AHZ2000p6i,150.4341566,2.1372754,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000p6i_300_300_3.jpeg
3703,AHZ2000q5p,150.2834752,2.1327694,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000q5p_300_300_3.jpeg
3704,71254294,,,/media/team_workspaces/astronomaly-project/images/18k-sample/71254294.jpeg
3705,4229250202,112.1818425,69.1905344,/media/team_workspaces/astronomaly-project/images/18k-sample/4229250202.jpeg
3706,AHZ20001o9,150.6334845,1.7546754,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20001o9_300_300_3.jpeg
3707,4000712849600,11.4556056,41.9772009,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712849600.jpeg
3708,AHZ2000abo,150.3615092,1.9396659,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000abo_300_300_3.jpeg
3709,4000712963950,11.4290845,42.0197855,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712963950.jpeg
3710,4000712866745,11.4647856,41.987447,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712866745.jpeg
3711,AHZ2000tju,149.72409,2.2657056,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000tju_300_300_3.jpeg
3712,AHZ10005mz,215.365449,53.144048,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ10005mz.jpeg
3713,4000714962254,11.1689561,41.66665220000001,/media/team_workspaces/astronomaly-project/images/18k-sample/4000714962254.jpeg
3714,100554219,,,/media/team_workspaces/astronomaly-project/images/18k-sample/100554219.jpeg
3715,AHZ2000f05,149.5512972,1.8814529,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000f05_300_300_3.jpeg
3716,AHZ2001t06,149.6266664,2.2165573,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001t06_300_300_3.jpeg
3717,4506359674,201.4397829,-47.5801767,/media/team_workspaces/astronomaly-project/images/18k-sample/4506359674.jpeg
3718,AHZ2001jgq,149.5731389,2.710604,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001jgq_300_300_3.jpeg
3719,AGZ0007zwr,189.2190213,62.195291000000005,/media/team_workspaces/astronomaly-project/images/18k-sample/AGZ0007zwr.jpeg
3720,GDS_25028,53.079944,-27.686667,/media/team_workspaces/astronomaly-project/images/18k-sample/GDS_25028.jpeg
3721,AHZ2000w9e,150.561999,2.3420318,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2000w9e_300_300_3.jpeg
3722,45599773,,,/media/team_workspaces/astronomaly-project/images/18k-sample/45599773.jpeg
3723,AHZ20016cs,150.3494999,2.5655802,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20016cs_300_300_3.jpeg
3724,4174843749,149.6314265,1.8010334,/media/team_workspaces/astronomaly-project/images/18k-sample/4174843749.jpeg
3725,AHZ2001m5h,150.0849162,2.8620602,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001m5h_300_300_3.jpeg
3726,4556777533,279.0321339,-23.8368658,/media/team_workspaces/astronomaly-project/images/18k-sample/4556777533.jpeg
3727,AHZ20019be,150.0361134,2.4940864,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ20019be_300_300_3.jpeg
3728,GDS_20868,53.142011,-27.724565000000002,/media/team_workspaces/astronomaly-project/images/18k-sample/GDS_20868.jpeg
3729,4000712879692,11.4455036,41.992974100000005,/media/team_workspaces/astronomaly-project/images/18k-sample/4000712879692.jpeg
3730,UDS_836,34.330566999999995,-5.272873400000001,/media/team_workspaces/astronomaly-project/images/18k-sample/UDS_836.jpeg
3731,65998093,,,/media/team_workspaces/astronomaly-project/images/18k-sample/65998093.jpeg
3732,6000526368192,150.1605229,2.6921101,/media/team_workspaces/astronomaly-project/images/18k-sample/6000526368192.jpeg
3733,4178737769,148.4390706,68.9565661,/media/team_workspaces/astronomaly-project/images/18k-sample/4178737769.jpeg
3734,AHZ2001ixy,149.7782792,2.6461957,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001ixy_300_300_3.jpeg
3735,AHZ2001edo,150.528477,2.6898287,/media/team_workspaces/astronomaly-project/images/18k-sample/AHZ2001edo_300_300_3.jpeg
